detectorID,laneType,speed,totalOccupancy,totalVolume
AID01101,Fast Lane,69.79166666666667,319,116
AID01101,Middle Lane,63.583333333333336,543,181
AID01101,Slow Lane,59.75,330,69
AID01102,Fast Lane,73.13333333333334,186,82
AID01102,Middle Lane,70.375,555,214
AID01102,Slow Lane,69.31666666666666,295,98
AID01103,Fast Lane,63.40833333333333,312,110
AID01103,Middle Lane,64.49166666666666,773,249
AID01103,Slow Lane,52.525,177,36
AID01104,Fast Lane,56.15,291,104
AID01104,Slow Lane,59.9,618,183
AID01105,Fast Lane,65.875,351,130
AID01105,Slow Lane,67.38333333333334,517,177
AID01106,Fast Lane,50.675,523,208
AID01106,Slow Lane,50.166666666666664,227,70
AID01107,Fast Lane,55.541666666666664,566,211
AID01107,Slow Lane,54.43333333333333,190,67
AID01108,Fast Lane,65.88333333333334,541,226
AID01108,Slow Lane,70.13333333333334,169,92
AID01109,Fast Lane,62.925,663,213
AID01109,Middle Lane,62.3,248,108
AID01109,Slow Lane,55.55,685,230
AID01110,Fast Lane,55.6,679,200
AID01110,Middle Lane,55.78333333333333,948,330
AID01110,Slow Lane,65.88333333333334,289,114
AID01111,Fast Lane,65.375,874,313
AID01111,Middle Lane 1,59.958333333333336,426,151
AID01111,Middle Lane 2,64.875,342,126
AID01111,Slow Lane,62.45,409,231
AID01112,Fast Lane,57.4,687,222
AID01112,Middle Lane 1,56.608333333333334,353,101
AID01112,Middle Lane 2,58.175,599,218
AID01112,Slow Lane,49.24166666666667,988,294
AID01113,Fast Lane,72.41666666666667,301,124
AID01113,Middle Lane,69.78333333333333,468,159
AID01113,Slow Lane,68.36666666666666,163,39
AID01114,Fast Lane,67.98333333333333,283,111
AID01114,Middle Lane,64.45833333333333,474,179
AID01114,Slow Lane,64.99166666666666,214,70
AID01115,Fast Lane,64.49166666666666,368,142
AID01115,Middle Lane,64.54166666666667,325,109
AID01115,Slow Lane,59.225,287,109
AID01116,Fast Lane,61.8,352,139
AID01116,Slow Lane,57.375,319,109
AID01117,Fast Lane,63.56666666666667,226,135
AID01117,Middle Lane 1,51.55,135,62
AID01117,Middle Lane 2,61.625,415,186
AID01117,Slow Lane,51.80833333333333,108,42
AID01118,Fast Lane,60.00833333333333,216,113
AID01118,Middle Lane,60.325,488,222
AID01118,Slow Lane,50.141666666666666,170,54
AID01120,Fast Lane,57.075,228,112
AID01120,Middle Lane,57.233333333333334,478,180
AID01120,Slow Lane,53.15833333333333,327,96
AID01121,Fast Lane,61.99166666666667,289,145
AID01121,Slow Lane,59.416666666666664,352,129
AID01122,Fast Lane,61.6,382,161
AID01122,Slow Lane,61.791666666666664,336,111
AID01123,Fast Lane,53.68333333333333,1031,305
AID01123,Slow Lane,46.166666666666664,836,231
AID01124,Fast Lane,76.29166666666667,546,229
AID01124,Slow Lane,58.90833333333333,465,211
AID01125,Fast Lane,80.31666666666666,481,201
AID01125,Slow Lane,76.025,481,168
AID01126,Fast Lane,81.3,442,210
AID01126,Slow Lane,74.46666666666667,746,296
AID01127,Fast Lane,80.60833333333333,493,208
AID01127,Slow Lane,73.825,704,282
AID01128,Fast Lane,81.6,352,164
AID01128,Slow Lane,77.0,688,250
AID01129,Fast Lane,46.575,8892,113
AID01129,Slow Lane,74.725,719,275
AID01130,Fast Lane,80.325,130,69
AID01130,Middle Lane 1,79.98333333333333,118,45
AID01130,Middle Lane 2,76.95833333333333,361,164
AID01130,Slow Lane,78.09166666666667,260,98
AID01131,Fast Lane,83.775,158,87
AID01131,Slow Lane,78.50833333333334,338,154
AID01132,Fast Lane,83.06666666666666,179,89
AID01132,Middle Lane,78.725,407,164
AID01132,Slow Lane,78.10833333333333,120,36
AID01133,Fast Lane,82.75833333333334,179,84
AID01133,Slow Lane,77.35833333333333,362,135
AID01134,Fast Lane,78.3781512605042,148,89
AID01134,Slow Lane,80.69747899159664,267,130
AID01135,Fast Lane,80.35833333333333,279,118
AID01135,Slow Lane,83.65833333333333,189,107
AID01136,Fast Lane,79.91666666666667,421,181
AID01136,Slow Lane,79.08333333333333,300,134
AID01201,Fast Lane,65.85,408,204
AID01201,Slow Lane,53.68333333333333,902,316
AID01202,Fast Lane,55.516666666666666,353,127
AID01202,Slow Lane,51.30833333333333,269,86
AID01203,Fast Lane,63.74166666666667,214,151
AID01203,Slow Lane,59.141666666666666,237,120
AID01204,Fast Lane,42.53333333333333,581,174
AID01204,Middle Lane,43.69166666666667,676,155
AID01204,Slow Lane,47.541666666666664,384,78
AID01206,Fast Lane,56.69166666666667,408,222
AID01206,Slow Lane,54.583333333333336,398,179
AID01207,Fast Lane,62.35,251,127
AID01207,Middle Lane 1,54.475,279,99
AID01207,Middle Lane 2,63.35,456,212
AID01207,Slow Lane,51.13333333333333,213,47
AID01208,Fast Lane,60.5,254,128
AID01208,Slow Lane,58.05833333333333,585,221
AID01209,Fast Lane,71.13333333333334,276,114
AID01209,Middle Lane,67.4,571,212
AID01209,Slow Lane,57.49166666666667,446,125
AID01210,Fast Lane,66.975,325,115
AID01210,Middle Lane,66.43333333333334,533,189
AID01210,Slow Lane,64.51666666666667,286,95
AID01211,Fast Lane,68.11666666666666,386,148
AID01211,Middle Lane,72.41666666666667,433,151
AID01211,Slow Lane,63.15,401,109
AID01212,Fast Lane,74.76666666666667,196,76
AID01212,Middle Lane,67.375,248,101
AID01212,Slow Lane,70.275,269,102
AID01213,Fast Lane,60.74166666666667,289,115
AID01213,Middle Lane 1,59.81666666666667,418,154
AID01213,Middle Lane 2,57.61666666666667,668,285
AID01213,Slow Lane,62.00833333333333,358,116
AID01214,Fast Lane,52.51260504201681,754,165
AID01214,Middle Lane,46.66386554621849,789,246
AID01214,Slow Lane,50.69747899159664,467,153
AID01215,Fast Lane,68.05,400,171
AID01215,Slow Lane,63.375,665,277
AID01216,Fast Lane,71.31666666666666,234,104
AID01216,Slow Lane,71.675,297,124
AID01217,Fast Lane,66.675,240,104
AID01217,Middle Lane 1,68.80833333333334,108,74
AID01217,Middle Lane 2,68.70833333333333,219,113
AID01217,Slow Lane,73.81666666666666,93,57
AID01218,Fast Lane,63.708333333333336,304,141
AID01218,Middle Lane 2,59.03333333333333,204,68
AID01219,Fast Lane,63.983333333333334,316,122
AID01219,Slow Lane,61.80833333333333,389,146
AID01220,Fast Lane,65.28333333333333,262,105
AID01220,Slow Lane,68.325,464,162
AID01221,Fast Lane,51.88333333333333,397,89
AID01221,Middle Lane,49.125,751,160
AID01221,Slow Lane,42.15833333333333,1001,111
AID01222,Fast Lane,67.40833333333333,139,62
AID01222,Middle Lane,62.90833333333333,459,182
AID01222,Slow Lane,65.475,341,123
AID01223,Fast Lane,70.64166666666667,107,52
AID01223,Middle Lane,66.01666666666667,446,162
AID01223,Slow Lane,67.5,51,11
AID02104,Fast Lane,72.28333333333333,48,25
AID02104,Slow Lane,74.33333333333333,105,41
AID02105,Fast Lane,71.49166666666666,36,20
AID02105,Slow Lane,71.2,112,45
AID02106,Fast Lane,70.93333333333334,23,12
AID02106,Middle Lane,72.19166666666666,106,51
AID02106,Slow Lane,71.53333333333333,840,361
AID02107,Fast Lane,74.58333333333333,85,44
AID02107,Middle Lane,75.45,496,243
AID02107,Slow Lane,76.85,398,168
AID02108,Fast Lane,83.55833333333334,84,58
AID02108,Middle Lane,80.44166666666666,553,291
AID02108,Slow Lane,77.625,545,231
AID02109,Fast Lane,86.86666666666666,86,51
AID02109,Middle Lane,88.40833333333333,545,254
AID02109,Slow Lane,87.53333333333333,447,252
AID02110,Fast Lane,86.975,92,57
AID02110,Middle Lane,88.075,526,242
AID02110,Slow Lane,84.48333333333333,633,280
AID02111,Fast Lane,85.35,98,56
AID02111,Middle Lane,82.25833333333334,493,219
AID02111,Slow Lane,76.4,826,308
AID02112,Fast Lane,83.95833333333333,102,53
AID02112,Slow Lane,79.03333333333333,486,142
AID02113,Fast Lane,83.10833333333333,141,74
AID02113,Slow Lane,81.4,469,182
AID02114,Fast Lane,79.16666666666667,178,84
AID02114,Slow Lane,74.50833333333334,398,171
AID02115,Fast Lane,79.70833333333333,126,71
AID02115,Slow Lane,70.14166666666667,502,181
AID02116,Fast Lane,71.90833333333333,151,68
AID02116,Middle Lane,66.34166666666667,559,78
AID02117,Fast Lane,78.56666666666666,164,108
AID02117,Slow Lane,76.03333333333333,266,111
AID02118,Fast Lane,67.7,164,56
AID02118,Middle Lane 1,68.675,81,22
AID02118,Middle Lane 2,68.31666666666666,185,65
AID02118,Middle Lane 3,66.13333333333334,411,142
AID02118,Slow Lane,69.91666666666667,47,18
AID02119,Fast Lane,85.78333333333333,128,76
AID02119,Slow Lane,80.35833333333333,333,132
AID02120,Fast Lane,86.16666666666667,97,48
AID02120,Middle Lane 1,82.79166666666667,290,134
AID02120,Middle Lane 2,87.66666666666667,377,191
AID02120,Slow Lane,78.79166666666667,206,63
AID02121,Fast Lane,85.825,194,65
AID02121,Middle Lane,85.44166666666666,384,194
AID02121,Slow Lane,81.28333333333333,246,103
AID02122,Fast Lane,89.25833333333334,206,79
AID02122,Middle Lane,88.45833333333333,378,191
AID02122,Slow Lane,83.875,228,119
AID02123,Fast Lane,92.24166666666666,292,90
AID02123,Middle Lane,89.24166666666666,438,220
AID02123,Slow Lane,87.03333333333333,394,208
AID02124,Fast Lane,86.10833333333333,229,118
AID02124,Slow Lane,79.95833333333333,433,174
AID02125,Fast Lane,76.76666666666667,277,137
AID02125,Slow Lane,73.70833333333333,385,157
AID02126,Fast Lane,82.54166666666667,402,183
AID02126,Slow Lane,74.65,611,248
AID02127,Fast Lane,82.975,505,199
AID02127,Slow Lane,82.29166666666667,365,130
AID02201,Fast Lane,75.75,102,63
AID02201,Slow Lane,74.03333333333333,284,126
AID02202,Fast Lane,77.88333333333334,107,53
AID02202,Slow Lane,73.39166666666667,279,105
AID02203,Fast Lane,74.41666666666667,128,59
AID02203,Slow Lane,69.175,290,81
AID02204,Fast Lane,79.55833333333334,212,95
AID02204,Slow Lane,72.30833333333334,447,185
AID02205,Fast Lane,86.59166666666667,128,86
AID02205,Slow Lane,81.48333333333333,365,190
AID02206,Fast Lane,86.74166666666666,146,79
AID02206,Slow Lane,82.53333333333333,700,171
AID02207,Fast Lane,82.16666666666667,123,70
AID02207,Middle Lane,77.4,611,288
AID02207,Slow Lane,74.28333333333333,516,173
AID02208,Fast Lane,87.16666666666667,160,81
AID02208,Middle Lane,83.375,658,309
AID02208,Slow Lane,76.24166666666666,449,154
AID02209,Fast Lane,89.25,128,69
AID02209,Middle Lane,88.78333333333333,602,282
AID02209,Slow Lane,81.09166666666667,506,183
AID02210,Fast Lane,91.95,127,76
AID02210,Middle Lane,90.19166666666666,534,273
AID02210,Slow Lane,84.70833333333333,403,182
AID02211,Fast Lane,84.90833333333333,70,59
AID02211,Middle Lane,84.43333333333334,354,251
AID02211,Slow Lane,80.39166666666667,315,192
AID02212,Fast Lane,72.35,61,37
AID02212,Middle Lane,70.125,619,292
AID02212,Slow Lane,65.45833333333333,285,94
AID02214,Fast Lane,72.61666666666666,119,60
AID02214,Middle Lane 1,75.39166666666667,593,288
AID02214,Middle Lane 2,74.98333333333333,254,134
AID02214,Slow Lane,71.16666666666667,228,70
AID02215,Fast Lane,60.791666666666664,388,120
AID02215,Slow Lane,76.79166666666667,162,70
AID03101,Fast Lane,78.75833333333334,24,12
AID03101,Middle Lane,71.59166666666667,285,103
AID03101,Slow Lane,71.16666666666667,238,86
AID03102,Fast Lane,52.90833333333333,135,46
AID03102,Slow Lane,50.05,101,30
AID03103,Fast Lane,80.70833333333333,183,32
AID03103,Slow Lane,77.425,353,154
AID03104,Fast Lane,50.15833333333333,153,41
AID03106,Fast Lane,103.49166666666666,79,33
AID03106,Middle Lane,102.63333333333334,232,113
AID03106,Slow Lane,100.08333333333333,43,22
AID03107,Fast Lane,99.34166666666667,56,29
AID03107,Middle Lane,93.5,267,127
AID03107,Slow Lane,97.34166666666667,72,21
AID03108,Fast Lane,101.35833333333333,72,39
AID03108,Middle Lane,98.08333333333333,386,218
AID03108,Slow Lane,93.15,359,194
AID03109,Fast Lane,102.675,66,38
AID03109,Middle Lane,98.0,463,241
AID03109,Slow Lane,91.35,368,176
AID03110,Fast Lane,102.70833333333333,57,33
AID03110,Middle Lane,101.75833333333334,372,217
AID03110,Slow Lane,96.21666666666667,390,183
AID03111,Fast Lane,101.675,34,21
AID03111,Middle Lane,103.05833333333334,305,191
AID03111,Slow Lane,99.58333333333333,474,226
AID03112,Fast Lane,100.975,16,10
AID03112,Middle Lane,100.0,288,155
AID03112,Slow Lane,91.56666666666666,574,243
AID03113,Fast Lane,55.09166666666667,21,10
AID03113,Middle Lane,80.5,209,123
AID03113,Slow Lane,67.675,153,71
AID03114,Fast Lane,101.34166666666667,20,10
AID03114,Middle Lane,103.825,206,114
AID03114,Slow Lane,99.55,121,56
AID03115,Fast Lane,80.875,13,6
AID03115,Middle Lane,83.85,188,91
AID03115,Slow Lane,79.65833333333333,31,8
AID03116,Fast Lane,81.49166666666666,19,10
AID03116,Middle Lane,83.93333333333334,167,84
AID03116,Slow Lane,79.83333333333333,21,8
AID03117,Fast Lane,99.99166666666666,25,13
AID03117,Middle Lane,95.65,191,100
AID03117,Slow Lane,95.34166666666667,134,38
AID03118,Fast Lane,101.05,22,11
AID03118,Middle Lane,98.975,170,91
AID03118,Slow Lane,95.53333333333333,147,48
AID03119,Fast Lane,101.29166666666667,19,10
AID03119,Middle Lane,102.43333333333334,145,90
AID03119,Slow Lane,98.24166666666666,132,54
AID03120,Fast Lane,100.23333333333333,20,11
AID03120,Middle Lane,94.60833333333333,146,80
AID03120,Slow Lane,93.01666666666667,149,59
AID03121,Fast Lane,100.65833333333333,20,13
AID03121,Middle Lane,98.81666666666666,146,71
AID03121,Slow Lane,97.23333333333333,83,35
AID03122,Fast Lane,100.55833333333334,12,6
AID03122,Middle Lane,99.73333333333333,122,51
AID03122,Slow Lane,98.13333333333334,113,55
AID03123,Fast Lane,100.58333333333333,15,9
AID03123,Middle Lane,99.55833333333334,105,46
AID03123,Slow Lane,101.78333333333333,126,67
AID03124,Fast Lane,100.75,24,12
AID03124,Slow Lane,98.25833333333334,78,34
AID03125,Fast Lane,101.575,34,16
AID03125,Slow Lane,98.15,71,24
AID03201,Fast Lane,82.64166666666667,33,19
AID03201,Middle Lane,85.71666666666667,143,76
AID03201,Slow Lane,83.49166666666666,98,42
AID03202,Fast Lane,83.71666666666667,35,20
AID03202,Middle Lane 1,89.175,287,174
AID03202,Middle Lane 2,92.11666666666666,308,196
AID03202,Slow Lane,83.25,369,199
AID03203,Fast Lane,100.69166666666666,60,33
AID03203,Middle Lane,91.79166666666667,397,196
AID03203,Slow Lane,89.275,255,104
AID03204,Fast Lane,105.475,57,41
AID03204,Middle Lane,102.075,363,217
AID03204,Slow Lane,95.075,225,109
AID03205,Fast Lane,107.08333333333333,68,58
AID03205,Middle Lane,104.66666666666667,374,319
AID03205,Slow Lane,95.225,377,283
AID03206,Fast Lane,105.94166666666666,64,51
AID03206,Middle Lane,106.31666666666666,380,293
AID03206,Slow Lane,97.63333333333334,451,281
AID03207,Fast Lane,103.19166666666666,64,39
AID03207,Middle Lane,98.5,385,241
AID03207,Slow Lane,90.325,586,307
AID03208,Fast Lane,102.66666666666667,43,31
AID03208,Middle Lane,104.13333333333334,277,200
AID03208,Slow Lane,96.225,675,373
AID03209,Fast Lane,101.825,35,22
AID03209,Middle Lane,100.9,176,104
AID03209,Slow Lane,94.59166666666667,561,438
AID03210,Fast Lane,100.21666666666667,40,22
AID03210,Middle Lane,95.19166666666666,174,92
AID03210,Slow Lane,98.66666666666667,36,11
AID03211,Fast Lane,84.25,241,109
AID03211,Middle Lane 1,79.59166666666667,112,45
AID03211,Middle Lane 2,80.95,122,61
AID03211,Slow Lane,78.10833333333333,35,15
AID04101,Fast Lane,51.458333333333336,51,17
AID04101,Middle Lane,52.8,56,24
AID04101,Slow Lane,56.8,298,100
AID04102,Fast Lane,80.7,32,14
AID04102,Slow Lane,81.86666666666666,260,100
