detectorID,laneType,speed,totalOccupancy,totalVolume
AID01101,Fast Lane,69.91666666666667,1020,487
AID01101,Middle Lane,60.74166666666667,1383,501
AID01101,Slow Lane,52.666666666666664,1038,208
AID01102,Fast Lane,75.0,687,413
AID01102,Middle Lane,67.3,1265,609
AID01102,Slow Lane,64.725,642,295
AID01103,Fast Lane,69.48333333333333,2036,783
AID01103,Middle Lane,62.81666666666667,2551,762
AID01103,Slow Lane,49.94166666666667,1231,172
AID01104,Fast Lane,69.7,2017,730
AID01104,Slow Lane,63.31666666666667,1629,463
AID01105,Fast Lane,71.33333333333333,2141,755
AID01105,Slow Lane,69.275,1797,562
AID01106,Fast Lane,51.075,2771,1025
AID01106,Slow Lane,48.075,1324,361
AID01107,Fast Lane,57.8,2152,1032
AID01107,Slow Lane,51.81666666666667,1201,379
AID01108,Fast Lane,65.1,1472,817
AID01108,Slow Lane,62.05,651,403
AID01109,Fast Lane,59.916666666666664,1539,642
AID01109,Middle Lane,53.34166666666667,1121,405
AID01109,Slow Lane,44.74166666666667,3472,1128
AID01110,Fast Lane,51.583333333333336,2822,878
AID01110,Middle Lane,46.275,4221,1401
AID01110,Slow Lane,45.575,2516,716
AID01111,Fast Lane,58.9,2584,1252
AID01111,Middle Lane 1,49.90833333333333,2104,652
AID01111,Middle Lane 2,55.833333333333336,1369,428
AID01111,Slow Lane,40.916666666666664,2886,743
AID01112,Fast Lane,56.55,2491,903
AID01112,Middle Lane 1,48.266666666666666,1667,520
AID01112,Middle Lane 2,57.15,2275,820
AID01112,Slow Lane,34.93333333333333,6517,1120
AID01113,Fast Lane,73.13333333333334,1445,635
AID01113,Middle Lane,66.68333333333334,1691,662
AID01113,Slow Lane,61.825,1653,220
AID01114,Fast Lane,66.39166666666667,1140,597
AID01114,Middle Lane,59.766666666666666,1507,659
AID01114,Slow Lane,56.575,1031,351
AID01115,Fast Lane,65.53333333333333,1461,692
AID01115,Middle Lane,60.50833333333333,864,370
AID01115,Slow Lane,52.28333333333333,1518,530
AID01116,Fast Lane,68.08333333333333,1361,588
AID01116,Slow Lane,61.483333333333334,790,286
AID01117,Fast Lane,68.83333333333333,1080,655
AID01117,Middle Lane 1,47.59166666666667,1068,364
AID01117,Middle Lane 2,58.4,1856,828
AID01117,Slow Lane,48.891666666666666,661,231
AID01118,Fast Lane,60.95,1473,628
