detectorID,laneType,speed,totalOccupancy,totalVolume
AID01101,Fast Lane,68.725,49,15
AID01101,Middle Lane,61.125,238,77
AID01101,Slow Lane,68.40833333333333,42,7
AID01102,Fast Lane,66.99166666666666,61,20
AID01102,Middle Lane,65.18333333333334,212,63
AID01102,Slow Lane,9.008333333333333,7610,32
AID01103,Fast Lane,47.875,222,13
AID01103,Middle Lane,54.325,320,87
AID01103,Slow Lane,48.208333333333336,298,10
AID01104,Fast Lane,51.35,208,12
AID01104,Slow Lane,53.625,265,74
AID01105,Fast Lane,29.933333333333334,3006,25
AID01105,Slow Lane,24.1,4040,52
AID01106,Fast Lane,42.88333333333333,358,68
AID01106,Slow Lane,48.93333333333333,217,58
AID01107,Fast Lane,33.71666666666667,2084,68
AID01107,Slow Lane,45.208333333333336,704,26
AID01108,Fast Lane,55.483333333333334,991,63
AID01108,Slow Lane,6.733333333333333,6301,16
AID01109,Fast Lane,66.38333333333334,231,70
AID01109,Middle Lane,64.575,90,21
AID01109,Slow Lane,62.916666666666664,282,54
AID01110,Fast Lane,64.03333333333333,158,48
AID01110,Middle Lane,50.858333333333334,435,105
AID01110,Slow Lane,66.84166666666667,89,34
AID01111,Fast Lane,56.36666666666667,274,83
AID01111,Middle Lane 1,39.31666666666667,2878,7
AID01111,Middle Lane 2,43.34166666666667,3384,207
AID01111,Slow Lane,32.666666666666664,3332,0
AID01112,Fast Lane,59.5,683,76
AID01112,Middle Lane 1,9.35,9192,42
AID01112,Middle Lane 2,49.141666666666666,2121,91
AID01112,Slow Lane,45.516666666666666,1861,74
AID01113,Fast Lane,39.75833333333333,3326,89
AID01113,Middle Lane,18.958333333333332,4912,33
AID01113,Slow Lane,66.53333333333333,649,3
AID01114,Fast Lane,67.58333333333333,145,38
AID01114,Middle Lane,61.38333333333333,264,82
AID01114,Slow Lane,68.00833333333334,55,11
AID01115,Fast Lane,64.46666666666667,99,40
AID01115,Middle Lane,28.091666666666665,5688,80
AID01115,Slow Lane,62.541666666666664,516,7
AID01116,Fast Lane,53.166666666666664,80,30
AID01116,Slow Lane,54.25,217,58
AID01117,Fast Lane,34.27731092436975,3103,41
AID01117,Middle Lane 1,38.47899159663866,1293,28
AID01117,Middle Lane 2,16.176470588235293,9472,54
