detectorID,laneType,speed
AID01106,Fast Lane,53.624440179142674
AID01106,Slow Lane,47.46641074856046
AID01107,Fast Lane,64.63491005996002
AID01107,Slow Lane,57.558960692871416
AID01117,Fast Lane,69.04871626069783
AID01117,Middle Lane 1,51.374588545095456
AID01117,Middle Lane 2,63.265964450296245
AID01117,Slow Lane,50.30875576036866
AID01128,Fast Lane,87.96135909393738
AID01128,Slow Lane,83.98334443704198
AID01134,Fast Lane,80.50435949027498
AID01134,Slow Lane,77.13145539906104
AID01204,Fast Lane,36.898809523809526
AID01204,Middle Lane,39.57804232804233
AID01204,Slow Lane,40.91203703703704
AID01217,Fast Lane,75.03112582781456
AID01217,Middle Lane 1,78.12450331125828
AID01217,Middle Lane 2,77.37086092715232
AID01217,Slow Lane,86.6046357615894
AID02116,Fast Lane,81.07523302263648
AID02116,Middle Lane,72.54061251664447
AID02118,Fast Lane,76.67107875579087
AID02118,Middle Lane 1,68.61283917935143
AID02118,Middle Lane 2,67.93778954334877
AID02118,Middle Lane 3,71.35208471211118
AID02118,Slow Lane,70.1674387822634
AID02121,Fast Lane,90.26340172071475
AID02121,Middle Lane,83.30377233620119
AID02121,Slow Lane,80.92852415618796
AID02213,Fast Lane,86.04907161803713
AID02213,Middle Lane,75.81432360742706
AID02213,Slow Lane,70.52188328912467
AID02215,Fast Lane,84.77668631303209
AID02215,Slow Lane,80.60314341846758
AID03106,Fast Lane,121.696
AID03106,Middle Lane,109.98466666666667
AID03106,Slow Lane,93.36666666666666
AID03109,Fast Lane,106.25547445255475
AID03109,Middle Lane,91.99867285998673
AID03109,Slow Lane,81.99867285998673
AID03113,Fast Lane,97.20462046204621
AID03113,Middle Lane,93.43762376237623
AID03113,Slow Lane,78.26204620462046
AID03120,Fast Lane,107.45069490403706
AID03120,Middle Lane,92.01191264063534
AID03120,Slow Lane,77.41297154202515
AID03201,Fast Lane,87.13284864507601
AID03201,Middle Lane,84.7349636483807
AID03201,Slow Lane,78.37739590218109
AID03203,Fast Lane,106.39133333333334
AID03203,Middle Lane,93.24066666666667
AID03203,Slow Lane,82.35533333333333
AID03210,Fast Lane,91.63564356435644
AID03210,Middle Lane,83.60396039603961
AID03210,Slow Lane,84.01782178217822
AID04101,Fast Lane,54.18663136995367
AID04101,Middle Lane,54.76240900066181
AID04101,Slow Lane,58.931171409662475
AID04104,Fast Lane,87.1812749003984
AID04104,Middle Lane 1,75.04448871181938
AID04104,Middle Lane 2,82.44090305444887
AID04104,Slow Lane,68.07038512616202
AID04109,Fast Lane,68.43437708194537
AID04109,Slow Lane,72.4163890739507
AID04113,Fast Lane,95.95102581072138
AID04113,Middle Lane,85.38186631369953
AID04113,Slow Lane,78.9735274652548
AID04117,Fast Lane,62.56651224354732
AID04117,Slow Lane,55.608206485771014
AID04119,Fast Lane,76.91235059760956
AID04119,Slow Lane,72.88911022576362
AID04122,Fast Lane,86.51610782380013
AID04122,Middle Lane,80.36752136752136
AID04122,Slow Lane,67.90664036817883
AID04204,Fast Lane,82.0013183915623
AID04204,Slow Lane,72.91694133157547
AID04208,Fast Lane,71.78888153540701
AID04208,Middle Lane,63.79549966909332
AID04208,Slow Lane,55.31568497683653
AID05102,Fast Lane,62.869015957446805
AID05119,Fast Lane,63.057884231536924
AID05119,Slow Lane,55.10379241516966
AID05121,Fast Lane,72.54774535809018
AID05121,Slow Lane,62.03050397877984
AID05132,Fast Lane,87.47849106551952
AID05132,Middle Lane,78.98477829252151
AID05132,Slow Lane,71.51621442753144
AID05217,Fast Lane,86.33443489755453
AID05217,Slow Lane,73.71050892267019
AID05222,Fast Lane,78.271400132714
AID05222,Middle Lane,68.64100862641008
AID05222,Slow Lane,64.22163238221633
AID05224,Fast Lane,48.27272727272727
AID05226,Fast Lane,55.98742554599603
AID05226,Middle Lane 1,52.97418927862343
AID05226,Middle Lane 2,50.92124420913302
AID05226,Slow Lane,47.630708140304435
AID05233,Fast Lane,70.07294429708223
AID05233,Middle Lane,68.78713527851458
AID05233,Slow Lane,65.65848806366047
AID07101,Fast Lane,60.03050397877984
AID07101,Middle Lane,52.98408488063661
AID07101,Slow Lane,48.18236074270557
AID07102,Fast Lane,68.27744510978044
AID07102,Slow Lane,65.78043912175649
AID07106,Fast Lane,67.87541638907395
AID07106,Middle Lane,61.25183211192538
AID07106,Slow Lane,65.72684876748833
AID07112,Fast Lane,62.88215931533904
AID07112,Middle Lane,64.33508887425938
AID07112,Slow Lane,56.966425279789334
AID07113,Fast Lane,54.39373750832778
AID07113,Middle Lane 1,64.62891405729513
AID07113,Middle Lane 2,68.94603597601599
AID07113,Slow Lane,57.177215189873415
AID07130,Fast Lane,74.2943894389439
AID07130,Middle Lane,68.13795379537954
AID07130,Slow Lane,73.54983498349834
AID07205,Fast Lane,77.06262359920896
AID07205,Middle Lane 1,70.3170731707317
AID07205,Middle Lane 2,65.70468029004614
AID07205,Slow Lane,68.68885959129861
AID07217,Fast Lane,70.81746031746032
AID07217,Middle Lane,62.72751322751323
AID07217,Slow Lane,55.30224867724868
AID07218,Fast Lane,71.74900924702774
AID07218,Middle Lane 1,63.180317040951124
AID07218,Middle Lane 2,63.36063408190225
AID07218,Slow Lane,56.26750330250991
AID07221,Fast Lane,63.70372836218375
AID07221,Middle Lane,58.02529960053263
AID07221,Slow Lane,42.322902796271634
AID07229,Fast Lane,78.72666666666667
AID07229,Slow Lane,73.50466666666667
AID08101,Fast Lane,73.38186631369953
AID08101,Middle Lane,70.9583057577763
AID08101,Slow Lane,78.0463269358041
AID08103,Fast Lane,91.44201457919152
AID08103,Middle Lane,83.35917826375083
AID08103,Slow Lane,70.47183565275017
AID08120,Fast Lane,97.2
AID08120,Middle Lane,84.72757475083057
AID08120,Slow Lane,76.58073089700997
AID08204,Fast Lane,111.31530343007915
AID08204,Middle Lane,100.67018469656992
AID08204,Slow Lane,88.06926121372031
AID08205,Fast Lane,110.3694646397885
AID08205,Middle Lane,97.39590218109716
AID08205,Slow Lane,81.36087243886318
AID08218,Fast Lane,109.86456278763971
AID08218,Middle Lane,101.07166337935568
AID08218,Slow Lane,87.75410913872453
AID08219,Fast Lane,113.05489417989418
AID08219,Middle Lane,100.66402116402116
AID08219,Slow Lane,83.39814814814815
AID09123,Fast Lane,97.12974051896208
AID09123,Middle Lane,89.1230871590153
AID09123,Slow Lane,84.54025282767797
