detectorID,laneType,speed
AID01101,Fast Lane,68.23680555555555
AID01101,Middle Lane,60.615625
AID01101,Slow Lane,53.846875
AID01102,Fast Lane,74.83784722222222
AID01102,Middle Lane,67.86701388888889
AID01102,Slow Lane,66.90486111111112
AID01103,Fast Lane,62.41597222222222
AID01103,Middle Lane,59.57083333333333
AID01103,Slow Lane,49.31875
AID01104,Fast Lane,62.48784722222222
AID01104,Slow Lane,60.32604166666667
AID01105,Fast Lane,67.92152777777778
AID01105,Slow Lane,65.521875
AID01106,Fast Lane,49.347690170197986
AID01106,Slow Lane,46.475859673497744
AID01107,Fast Lane,57.36145833333333
AID01107,Slow Lane,50.93611111111111
AID01108,Fast Lane,54.83576388888889
AID01108,Slow Lane,54.92256944444444
AID01109,Fast Lane,48.62222222222222
AID01109,Middle Lane,49.72673611111111
AID01109,Slow Lane,46.364583333333336
AID01110,Fast Lane,46.064930555555556
AID01110,Middle Lane,46.134027777777774
AID01110,Slow Lane,45.649652777777774
AID01111,Fast Lane,56.97881944444445
AID01111,Middle Lane 1,40.57743055555556
AID01111,Middle Lane 2,52.48784722222222
AID01111,Slow Lane,36.36354166666667
AID01112,Fast Lane,54.421527777777776
AID01112,Middle Lane 1,35.86423611111111
AID01112,Middle Lane 2,54.49791666666667
AID01112,Slow Lane,33.05243055555555
AID01113,Fast Lane,71.3704861111111
AID01113,Middle Lane,65.89548611111111
AID01113,Slow Lane,63.874652777777776
AID01114,Fast Lane,66.42291666666667
AID01114,Middle Lane,60.391666666666666
AID01114,Slow Lane,56.68333333333333
AID01115,Fast Lane,63.932291666666664
AID01115,Middle Lane,59.455555555555556
AID01115,Slow Lane,51.88368055555556
AID01116,Fast Lane,64.95555555555555
AID01116,Slow Lane,61.623263888888886
AID01117,Fast Lane,57.567708333333336
AID01117,Middle Lane 1,43.996875
AID01117,Middle Lane 2,52.77708333333333
AID01117,Slow Lane,45.58819444444445
AID01118,Fast Lane,50.65576451349141
AID01118,Middle Lane,45.620605069501224
AID01118,Slow Lane,42.473426001635325
AID01120,Fast Lane,57.02152777777778
AID01120,Middle Lane,53.01875
AID01120,Slow Lane,38.80555555555556
AID01121,Fast Lane,59.56944444444444
AID01121,Slow Lane,57.28854166666667
AID01122,Fast Lane,55.490625
AID01122,Slow Lane,54.470486111111114
AID01123,Fast Lane,38.60208333333333
AID01123,Slow Lane,40.48888888888889
AID01124,Fast Lane,67.44548611111111
AID01124,Slow Lane,47.24930555555556
AID01125,Fast Lane,74.52326388888889
AID01125,Slow Lane,70.41770833333334
AID01126,Fast Lane,73.81006944444445
AID01126,Slow Lane,68.45347222222222
AID01127,Fast Lane,73.42847222222223
AID01127,Slow Lane,69.33159722222223
AID01128,Fast Lane,76.65625
AID01128,Slow Lane,71.78611111111111
AID01129,Fast Lane,72.17013888888889
AID01129,Slow Lane,68.72465277777778
AID01130,Fast Lane,80.56699346405229
AID01130,Middle Lane 1,78.64746732026144
AID01130,Middle Lane 2,75.31985294117646
AID01130,Slow Lane,76.01021241830065
AID01131,Fast Lane,82.59305555555555
AID01131,Slow Lane,79.05
AID01132,Fast Lane,84.44513888888889
AID01132,Middle Lane,76.409375
AID01132,Slow Lane,73.51215277777777
AID01133,Fast Lane,82.94618055555556
AID01133,Slow Lane,73.67986111111111
AID01134,Fast Lane,80.93229166666667
AID01134,Slow Lane,79.16875
AID01135,Fast Lane,79.05451388888889
AID01135,Slow Lane,86.66215277777778
AID01136,Fast Lane,77.1204861111111
AID01136,Slow Lane,76.09548611111111
AID01201,Fast Lane,62.04005671747607
AID01201,Slow Lane,49.3601559730592
AID01202,Fast Lane,58.645833333333336
AID01202,Slow Lane,53.90902777777778
AID01203,Fast Lane,64.15138888888889
AID01203,Slow Lane,61.97430555555555
AID01204,Fast Lane,33.71423611111111
AID01204,Middle Lane,35.575
AID01204,Slow Lane,36.859375
AID01206,Fast Lane,48.33541666666667
AID01206,Slow Lane,47.206944444444446
AID01207,Fast Lane,60.32048611111111
AID01207,Middle Lane 1,49.406597222222224
AID01207,Middle Lane 2,59.530208333333334
AID01207,Slow Lane,46.800694444444446
AID01208,Fast Lane,61.36770833333333
AID01208,Slow Lane,57.03472222222222
AID01209,Fast Lane,70.21013900245299
AID01209,Middle Lane,66.30948487326246
AID01209,Slow Lane,52.133687653311526
AID01210,Fast Lane,63.64987843001042
AID01210,Middle Lane,62.933657519972215
AID01210,Slow Lane,59.6773185133727
AID01211,Fast Lane,64.85972222222222
AID01211,Middle Lane,64.90555555555555
AID01211,Slow Lane,59.57881944444444
AID01212,Fast Lane,74.040625
AID01212,Middle Lane,67.44930555555555
AID01212,Slow Lane,70.01145833333334
AID01213,Fast Lane,37.60901988636363
AID01213,Middle Lane 1,32.09836647727273
AID01213,Middle Lane 2,34.51526988636363
AID01213,Slow Lane,32.90944602272727
AID01214,Fast Lane,45.941319444444446
AID01214,Middle Lane,35.528819444444444
AID01214,Slow Lane,36.015277777777776
AID01215,Fast Lane,67.08784722222222
AID01215,Slow Lane,59.128819444444446
AID01216,Fast Lane,68.12916666666666
AID01216,Slow Lane,65.16597222222222
AID01217,Fast Lane,66.828125
AID01217,Middle Lane 1,67.18263888888889
AID01217,Middle Lane 2,65.30451388888889
AID01217,Slow Lane,73.8170138888889
AID01218,Fast Lane,59.27395833333333
AID01218,Middle Lane 2,58.37152777777778
AID01219,Fast Lane,66.20078041858815
AID01219,Slow Lane,61.00603050727208
AID01220,Fast Lane,66.03993055555556
AID01220,Slow Lane,65.81944444444444
AID01221,Fast Lane,51.23020833333333
AID01221,Middle Lane,47.52847222222222
AID01221,Slow Lane,42.73368055555556
AID01222,Fast Lane,70.46354166666667
AID01222,Middle Lane,65.55520833333334
AID01222,Slow Lane,56.768055555555556
AID01223,Fast Lane,70.57986111111111
AID01223,Middle Lane,66.73263888888889
AID01223,Slow Lane,63.17673611111111
AID02104,Fast Lane,79.82673611111112
AID02104,Slow Lane,73.2701388888889
AID02105,Fast Lane,72.66631944444444
AID02105,Slow Lane,67.32152777777777
AID02106,Fast Lane,75.03333333333333
AID02106,Middle Lane,70.17361111111111
AID02106,Slow Lane,70.50173611111111
AID02107,Fast Lane,79.97604166666666
AID02107,Middle Lane,77.5
AID02107,Slow Lane,78.09652777777778
AID02108,Fast Lane,84.68784722222222
AID02108,Middle Lane,77.53020833333333
AID02108,Slow Lane,70.91701388888889
AID02109,Fast Lane,86.70034722222222
AID02109,Middle Lane,81.18854166666667
AID02109,Slow Lane,73.33611111111111
AID02110,Fast Lane,86.09444444444445
AID02110,Middle Lane,79.20243055555555
AID02110,Slow Lane,71.75034722222222
AID02111,Fast Lane,86.54635761589404
AID02111,Middle Lane,74.84105960264901
AID02111,Slow Lane,66.90875643855776
AID02112,Fast Lane,87.63445825932504
AID02112,Slow Lane,81.41030195381883
AID02113,Fast Lane,83.6655088572421
AID02113,Slow Lane,76.47308093087878
AID02114,Fast Lane,77.82118055555556
AID02114,Slow Lane,73.08402777777778
AID02115,Fast Lane,72.87673611111111
AID02115,Slow Lane,64.14965277777777
AID02116,Fast Lane,65.36944444444444
AID02116,Middle Lane,63.93611111111111
AID02117,Fast Lane,69.83854166666667
AID02117,Slow Lane,69.51875
AID02118,Fast Lane,65.94650920458493
AID02118,Middle Lane 1,66.4018756512678
AID02118,Middle Lane 2,63.524140326502256
AID02118,Middle Lane 3,64.01319902744008
AID02118,Slow Lane,68.15352552969782
AID02119,Fast Lane,85.95972222222223
AID02119,Slow Lane,77.06909722222223
AID02120,Fast Lane,92.21736111111112
AID02120,Middle Lane 1,81.20868055555556
AID02120,Middle Lane 2,86.05416666666666
AID02120,Slow Lane,77.459375
AID02121,Fast Lane,86.92291666666667
AID02121,Middle Lane,81.20520833333333
AID02121,Slow Lane,77.10381944444444
AID02122,Fast Lane,91.57777777777778
AID02122,Middle Lane,85.17430555555555
AID02122,Slow Lane,80.42777777777778
AID02123,Fast Lane,92.34791666666666
AID02123,Middle Lane,83.62777777777778
AID02123,Slow Lane,78.8951388888889
AID02124,Fast Lane,80.93680555555555
AID02124,Slow Lane,72.11979166666667
AID02125,Fast Lane,73.01944444444445
AID02125,Slow Lane,65.47708333333334
AID02126,Fast Lane,81.00034831069314
AID02126,Slow Lane,72.77742946708464
AID02127,Fast Lane,75.11076388888888
AID02127,Slow Lane,70.67534722222223
AID02201,Fast Lane,76.86736111111111
AID02201,Slow Lane,71.75138888888888
AID02202,Fast Lane,77.32569444444445
AID02202,Slow Lane,73.02222222222223
AID02203,Fast Lane,70.66284722222223
AID02203,Slow Lane,66.12083333333334
AID02204,Fast Lane,79.26631944444445
AID02204,Slow Lane,69.47673611111111
AID02205,Fast Lane,87.52943340691685
AID02205,Slow Lane,79.1383370125092
AID02206,Fast Lane,87.46944444444445
AID02206,Slow Lane,78.28819444444444
AID02207,Fast Lane,80.06145833333333
AID02207,Middle Lane,72.390625
AID02207,Slow Lane,68.48784722222223
AID02208,Fast Lane,82.25
AID02208,Middle Lane,73.17256944444445
AID02208,Slow Lane,68.91666666666667
AID02209,Fast Lane,89.86840277777777
AID02209,Middle Lane,81.75625
AID02209,Slow Lane,74.85729166666667
AID02210,Fast Lane,85.56736111111111
AID02210,Middle Lane,79.6361111111111
AID02210,Slow Lane,72.42430555555555
AID02211,Fast Lane,85.77326388888889
AID02211,Middle Lane,76.96145833333334
AID02211,Slow Lane,65.92430555555555
AID02212,Fast Lane,77.40694444444445
AID02212,Middle Lane,69.84236111111112
AID02212,Slow Lane,63.69548611111111
AID02214,Fast Lane,77.26041666666667
AID02214,Middle Lane 1,69.21319444444444
AID02214,Middle Lane 2,71.2375
AID02214,Slow Lane,68.08854166666667
AID02215,Fast Lane,55.982638888888886
AID02215,Slow Lane,78.046875
AID03101,Fast Lane,71.29340277777777
AID03101,Middle Lane,66.92951388888889
AID03101,Slow Lane,65.70381944444445
AID03102,Fast Lane,51.778125
AID03102,Slow Lane,48.294444444444444
AID03103,Fast Lane,76.95590277777778
AID03103,Slow Lane,69.03888888888889
AID03104,Fast Lane,46.422916666666666
AID03106,Fast Lane,109.52708333333334
AID03106,Middle Lane,100.13819444444445
AID03106,Slow Lane,90.65729166666667
AID03107,Fast Lane,97.07152777777777
AID03107,Middle Lane,87.27118055555556
AID03107,Slow Lane,80.11111111111111
AID03108,Fast Lane,101.35810534912208
AID03108,Middle Lane,94.37035524703961
AID03108,Slow Lane,85.63985300122499
AID03109,Fast Lane,103.41770833333334
AID03109,Middle Lane,91.59166666666667
AID03109,Slow Lane,84.57256944444444
AID03110,Fast Lane,107.39756944444444
AID03110,Middle Lane,98.34930555555556
AID03110,Slow Lane,88.21006944444444
AID03111,Fast Lane,102.36319444444445
AID03111,Middle Lane,92.62152777777777
AID03111,Slow Lane,84.72604166666666
AID03112,Fast Lane,105.28312611012433
AID03112,Middle Lane,95.27673179396092
AID03112,Slow Lane,83.7246891651865
AID03113,Fast Lane,83.80486111111111
AID03113,Middle Lane,91.81076388888889
AID03113,Slow Lane,75.86736111111111
AID03114,Fast Lane,107.69131944444445
AID03114,Middle Lane,101.91875
AID03114,Slow Lane,92.07430555555555
AID03115,Fast Lane,89.5305767894371
AID03115,Middle Lane,85.52883947185545
AID03115,Slow Lane,78.08234885337039
AID03116,Fast Lane,86.15868055555555
AID03116,Middle Lane,83.928125
AID03116,Slow Lane,77.70520833333333
AID03117,Fast Lane,99.70902777777778
AID03117,Middle Lane,85.28680555555556
AID03117,Slow Lane,75.79791666666667
AID03118,Fast Lane,105.96701388888889
AID03118,Middle Lane,91.25972222222222
AID03118,Slow Lane,78.14236111111111
AID03119,Fast Lane,106.20858460446966
AID03119,Middle Lane,95.17559418233417
AID03119,Slow Lane,94.89677190493083
AID03120,Fast Lane,100.60625
AID03120,Middle Lane,85.07847222222222
AID03120,Slow Lane,77.59479166666667
AID03122,Fast Lane,105.89548611111111
AID03122,Middle Lane,97.8638888888889
AID03122,Slow Lane,89.89305555555555
AID03123,Fast Lane,102.97291666666666
AID03123,Middle Lane,94.99965277777778
AID03123,Slow Lane,87.86180555555555
AID03124,Fast Lane,102.80173611111111
AID03124,Slow Lane,87.5579861111111
AID03125,Fast Lane,103.946875
AID03125,Slow Lane,94.72881944444444
AID03201,Fast Lane,83.96527777777777
AID03201,Middle Lane,78.95416666666667
AID03201,Slow Lane,76.13715277777777
AID03202,Fast Lane,91.63020833333333
AID03202,Middle Lane 1,83.96666666666667
AID03202,Middle Lane 2,88.93993055555555
AID03202,Slow Lane,82.86770833333334
AID03203,Fast Lane,93.12604166666667
AID03203,Middle Lane,82.72013888888888
AID03203,Slow Lane,75.41423611111111
AID03204,Fast Lane,98.05104166666666
AID03204,Middle Lane,90.78611111111111
AID03204,Slow Lane,82.42916666666666
AID03205,Fast Lane,98.65390070921985
AID03205,Middle Lane,92.47695035460993
AID03205,Slow Lane,83.55496453900709
AID03206,Fast Lane,102.0261221486387
AID03206,Middle Lane,95.84032376747608
AID03206,Slow Lane,85.23914643119942
AID03207,Fast Lane,95.55833333333334
AID03207,Middle Lane,87.71875
