detectorID,laneType,speed,totalOccupancy,totalVolume
AID01101,Fast Lane,70.24166666666666,1,21
AID01101,Middle Lane,71.825,68,88
AID01101,Slow Lane,64.23333333333333,25,33
AID01102,Fast Lane,71.10833333333333,3,11
AID01102,Middle Lane,70.43333333333334,50,129
AID01102,Slow Lane,71.025,18,72
AID01103,Fast Lane,58.475,18,74
AID01103,Middle Lane,72.71666666666667,78,209
AID01103,Slow Lane,56.266666666666666,31,52
AID01104,Fast Lane,68.26666666666667,21,84
AID01104,Slow Lane,69.53333333333333,70,163
AID01105,Fast Lane,70.49166666666666,13,76
AID01105,Slow Lane,74.23333333333333,36,153
AID01106,Fast Lane,53.825,46,130
AID01106,Slow Lane,53.90833333333333,62,124
AID01107,Fast Lane,63.31192660550459,48,132
AID01107,Slow Lane,59.65137614678899,74,87
AID01108,Fast Lane,76.16666666666667,29,114
AID01108,Slow Lane,72.31666666666666,16,53
AID01109,Fast Lane,75.08333333333333,75,148
AID01109,Middle Lane,65.19166666666666,30,64
AID01109,Slow Lane,65.60833333333333,44,80
AID01110,Fast Lane,70.60833333333333,54,121
AID01110,Middle Lane,70.35,106,173
AID01110,Slow Lane,65.73333333333333,148,135
AID01111,Fast Lane,77.10833333333333,234,471
AID01111,Middle Lane 1,68.1,107,283
AID01111,Middle Lane 2,67.05,73,165
AID01111,Slow Lane,58.075,113,174
AID01112,Fast Lane,69.9,137,334
AID01112,Middle Lane 1,56.65,126,254
AID01112,Middle Lane 2,66.84166666666667,157,309
AID01112,Slow Lane,57.63333333333333,191,331
AID01113,Fast Lane,67.80833333333334,59,185
AID01113,Middle Lane,74.875,290,361
AID01113,Slow Lane,68.78333333333333,19,46
AID01114,Fast Lane,74.73333333333333,56,158
AID01114,Middle Lane,71.94166666666666,116,301
AID01114,Slow Lane,65.56666666666666,63,102
AID01115,Fast Lane,69.88333333333334,152,192
AID01115,Middle Lane,56.391666666666666,110,172
AID01115,Slow Lane,58.96666666666667,80,104
AID01116,Fast Lane,66.16666666666667,71,187
AID01116,Slow Lane,67.10833333333333,58,156
AID01117,Fast Lane,64.34166666666667,108,190
AID01117,Middle Lane 1,53.025,29,65
AID01117,Middle Lane 2,69.85,196,355
AID01117,Slow Lane,51.6,29,61
AID01118,Fast Lane,71.13333333333334,33,139
AID01118,Middle Lane,67.69166666666666,184,396
AID01118,Slow Lane,50.28333333333333,26,78
AID01119,Fast Lane,52.88333333333333,24,55
AID01119,Middle Lane,51.875,380,344
AID01119,Slow Lane,52.75,187,169
AID01120,Fast Lane,64.7,136,204
AID01120,Middle Lane,66.325,214,231
AID01120,Slow Lane,56.675,110,110
AID01121,Fast Lane,74.38333333333334,113,297
AID01121,Slow Lane,66.68333333333334,124,199
AID01122,Fast Lane,68.43333333333334,179,342
AID01122,Slow Lane,70.425,52,186
AID01123,Fast Lane,52.88333333333333,200,414
AID01123,Slow Lane,49.34166666666667,226,325
AID01124,Fast Lane,93.55,272,356
AID01124,Slow Lane,67.79166666666667,184,334
AID01125,Fast Lane,87.11666666666666,91,293
AID01125,Slow Lane,81.18333333333334,103,248
AID01126,Fast Lane,91.61666666666666,85,307
AID01126,Slow Lane,87.55833333333334,64,362
AID01127,Fast Lane,98.825,201,319
AID01127,Slow Lane,93.36666666666666,232,366
AID01128,Fast Lane,90.36666666666666,61,282
AID01128,Slow Lane,86.375,98,334
AID01129,Fast Lane,68.55833333333334,140,239
AID01129,Slow Lane,73.91666666666667,266,378
AID01131,Fast Lane,77.76666666666667,21,120
AID01131,Slow Lane,94.91666666666667,51,190
AID01132,Fast Lane,90.3,28,117
AID01132,Middle Lane,91.125,68,196
AID01132,Slow Lane,80.70833333333333,12,44
AID01133,Fast Lane,79.05833333333334,27,136
AID01133,Slow Lane,75.30833333333334,85,204
AID01134,Fast Lane,78.00909090909092,39,130
AID01134,Slow Lane,80.75454545454545,95,170
AID01135,Fast Lane,84.59166666666667,45,170
AID01135,Slow Lane,92.975,56,181
AID01136,Fast Lane,88.98333333333333,116,255
AID01136,Slow Lane,85.09166666666667,51,106
AID01201,Fast Lane,68.71666666666667,86,230
AID01201,Slow Lane,51.483333333333334,324,304
AID01202,Fast Lane,60.875,103,199
AID01202,Slow Lane,57.675,79,133
