detectorID,laneType,speed,totalOccupancy,totalVolume
AID01101,Fast Lane,77.29166666666667,176,302
AID01101,Middle Lane,63.15,427,375
AID01101,Slow Lane,57.71666666666667,151,138
AID01102,Fast Lane,73.60833333333333,161,279
AID01102,Middle Lane,65.00833333333334,382,410
AID01102,Slow Lane,66.925,138,211
AID01103,Fast Lane,77.49166666666666,317,470
AID01103,Middle Lane,68.375,393,471
AID01103,Slow Lane,57.833333333333336,218,130
AID01104,Fast Lane,72.50833333333334,377,438
AID01104,Slow Lane,66.74166666666666,271,287
AID01105,Fast Lane,77.76666666666667,300,467
AID01105,Slow Lane,78.51666666666667,286,401
AID01106,Fast Lane,51.86666666666667,641,656
AID01106,Slow Lane,49.416666666666664,364,245
AID01107,Fast Lane,67.225,535,621
AID01107,Slow Lane,54.291666666666664,444,232
AID01108,Fast Lane,76.90833333333333,431,576
AID01108,Slow Lane,74.58333333333333,111,205
AID01109,Fast Lane,67.30833333333334,633,657
AID01109,Middle Lane,62.333333333333336,192,235
AID01109,Slow Lane,54.46666666666667,556,579
AID01110,Fast Lane,61.975,423,517
AID01110,Middle Lane,59.025,732,769
AID01110,Slow Lane,59.525,532,472
AID01111,Fast Lane,72.875,582,768
AID01111,Middle Lane 1,66.70833333333333,361,351
AID01111,Middle Lane 2,67.30833333333334,337,267
AID01111,Slow Lane,64.4,270,421
AID01112,Fast Lane,63.475,522,516
AID01112,Middle Lane 1,60.53333333333333,197,238
AID01112,Middle Lane 2,68.86666666666666,411,499
AID01112,Slow Lane,52.3,487,529
AID01113,Fast Lane,74.25833333333334,141,319
AID01113,Middle Lane,68.75,276,403
AID01113,Slow Lane,66.96666666666667,39,108
AID01114,Fast Lane,72.85833333333333,187,325
AID01114,Middle Lane,67.00833333333334,310,412
AID01114,Slow Lane,61.975,154,208
AID01115,Fast Lane,64.71666666666667,221,352
AID01115,Middle Lane,61.81666666666667,199,244
AID01115,Slow Lane,54.641666666666666,223,266
AID01116,Fast Lane,68.04166666666667,187,322
AID01116,Slow Lane,63.925,174,235
AID01117,Fast Lane,77.55833333333334,172,306
