detectorID,laneType,speed,totalOccupancy,totalVolume,Latitude,Longitude
AID01101,Fast Lane,69.51666666666667,41,16,22.248091,114.152525
AID01101,Middle Lane,66.20833333333333,266,92,22.248091,114.152525
AID01101,Slow Lane,66.21666666666667,95,22,22.248091,114.152525
AID01102,Fast Lane,70.6,31,12,22.24712681,114.1577149
AID01102,Middle Lane,69.31666666666666,247,98,22.24712681,114.1577149
AID01102,Slow Lane,69.475,159,53,22.24712681,114.1577149
AID01103,Fast Lane,51.458333333333336,98,38,22.24863539,114.1621481
AID01103,Middle Lane,57.2,387,132,22.24863539,114.1621481
AID01103,Slow Lane,50.38333333333333,424,37,22.24863539,114.1621481
AID01104,Fast Lane,51.35833333333333,98,39,22.24837379,114.1658151
AID01104,Slow Lane,60.91666666666666,341,113,22.24837379,114.1658151
AID01105,Fast Lane,53.6,119,50,22.2496834,114.1686381
AID01105,Slow Lane,57.85,274,104,22.2496834,114.1686381
AID01106,Fast Lane,53.19166666666667,341,120,22.25044211,114.1718782
AID01106,Slow Lane,51.15,339,94,22.25044211,114.1718782
AID01107,Fast Lane,62.36666666666667,353,118,22.24999065,114.1762923
AID01107,Slow Lane,54.958333333333336,282,70,22.24999065,114.1762923
AID01108,Fast Lane,66.85,315,120,22.27186288,114.1801247
AID01108,Slow Lane,69.28333333333333,58,19,22.27186288,114.1801247
AID01109,Fast Lane,68.75,300,108,22.27659491,114.1810758
AID01109,Middle Lane,64.60833333333333,193,62,22.27659491,114.1810758
AID01109,Slow Lane,65.65,175,38,22.27659491,114.1810758
AID01110,Fast Lane,66.8,314,109,22.279356,114.181217
AID01110,Middle Lane,65.575,333,115,22.279356,114.181217
AID01110,Slow Lane,64.95,379,116,22.279356,114.181217
AID01111,Fast Lane,66.325,798,295,22.30412026,114.1809989
AID01111,Middle Lane 1,56.625,710,263,22.30412026,114.1809989
AID01111,Middle Lane 2,62.63333333333333,478,158,22.30412026,114.1809989
AID01111,Slow Lane,58.65833333333333,645,238,22.30412026,114.1809989
AID01112,Fast Lane,58.175,703,240,22.30492398,114.1813386
AID01112,Middle Lane 1,55.05,564,192,22.30492398,114.1813386
AID01112,Middle Lane 2,60.93333333333333,738,239,22.30492398,114.1813386
AID01112,Slow Lane,46.31666666666667,1398,358,22.30492398,114.1813386
AID01113,Fast Lane,68.1,335,126,22.31029,114.17816
AID01113,Middle Lane,63.75833333333333,662,223,22.31029,114.17816
AID01113,Slow Lane,68.01666666666667,270,57,22.31029,114.17816
AID01114,Fast Lane,64.70833333333333,429,152,22.31330444,114.1769423
AID01114,Middle Lane,61.10833333333333,526,168,22.31330444,114.1769423
AID01114,Slow Lane,63.175,264,58,22.31330444,114.1769423
AID01115,Fast Lane,68.16806722689076,408,156,22.31850605,114.1789805
AID01115,Middle Lane,61.70588235294117,359,143,22.31850605,114.1789805
AID01115,Slow Lane,62.04201680672269,273,84,22.31850605,114.1789805
AID01116,Fast Lane,67.075,313,139,22.32074565,114.1786797
AID01116,Slow Lane,66.05833333333334,358,135,22.32074565,114.1786797
AID01117,Fast Lane,56.71666666666667,331,137,22.32435789,114.1783109
AID01117,Middle Lane 1,49.41666666666666,171,40,22.32435789,114.1783109
AID01117,Middle Lane 2,62.325,945,312,22.32435789,114.1783109
AID01117,Slow Lane,49.48333333333333,139,50,22.32435789,114.1783109
AID01118,Fast Lane,60.8,273,99,22.32843068,114.178476
AID01118,Middle Lane,61.5,949,345,22.32843068,114.178476
AID01118,Slow Lane,49.04166666666666,179,53,22.32843068,114.178476
AID01120,Fast Lane,55.016666666666666,519,178,22.33496881,114.1788837
AID01120,Middle Lane,53.391666666666666,709,227,22.33496881,114.1788837
AID01120,Slow Lane,47.141666666666666,454,95,22.33496881,114.1788837
AID01121,Fast Lane,65.64166666666667,603,228,22.33848171,114.1791459
AID01121,Slow Lane,59.55833333333333,480,166,22.33848171,114.1791459
AID01122,Fast Lane,57.775,611,234,22.34191,114.17893
AID01122,Slow Lane,58.075,444,149,22.34191,114.17893
AID01123,Fast Lane,62.93333333333333,242,60,22.34521846,114.1813302
AID01123,Slow Lane,42.225,2412,543,22.34521846,114.1813302
AID01124,Fast Lane,75.06666666666666,435,180,22.3592791,114.1751851
AID01124,Slow Lane,51.333333333333336,694,298,22.3592791,114.1751851
AID01125,Fast Lane,86.16666666666667,485,223,22.3634241,114.1798453
AID01125,Slow Lane,80.45833333333333,535,220,22.3634241,114.1798453
AID01126,Fast Lane,85.1,433,244,22.36544683,114.1836319
AID01126,Slow Lane,81.93333333333334,594,299,22.36544683,114.1836319
AID01127,Fast Lane,86.90833333333333,530,233,22.36700899,114.1859817
AID01127,Slow Lane,82.75,805,306,22.36700899,114.1859817
AID01128,Fast Lane,78.35833333333333,357,177,22.37114477,114.1892152
AID01128,Slow Lane,74.63333333333334,674,276,22.37114477,114.1892152
AID01129,Fast Lane,75.625,332,157,22.37381747,114.1929731
AID01129,Slow Lane,76.15,729,292,22.37381747,114.1929731
AID01130,Fast Lane,82.13333333333334,233,115,22.37448544,114.1957016
AID01130,Middle Lane 1,81.33333333333333,275,98,22.37448544,114.1957016
AID01130,Middle Lane 2,78.64166666666667,415,167,22.37448544,114.1957016
AID01130,Slow Lane,80.375,182,63,22.37448544,114.1957016
AID01131,Fast Lane,80.575,187,95,22.37624602,114.1986634
AID01131,Slow Lane,84.09166666666667,379,174,22.37624602,114.1986634
AID01132,Fast Lane,85.73333333333333,188,97,22.3809075,114.2005981
AID01132,Middle Lane,82.075,444,186,22.3809075,114.2005981
AID01132,Slow Lane,79.2,103,21,22.3809075,114.2005981
AID01133,Fast Lane,81.29166666666667,192,97,22.38371,114.20142
AID01133,Slow Lane,75.35833333333333,344,147,22.38371,114.20142
AID01134,Fast Lane,78.49166666666666,222,115,22.38752486,114.2006753
AID01134,Slow Lane,87.35833333333333,275,127,22.38752486,114.2006753
AID01135,Fast Lane,81.90833333333333,253,113,22.39016201,114.1990055
AID01135,Slow Lane,87.85,264,141,22.39016201,114.1990055
AID01136,Fast Lane,84.86666666666666,409,180,22.39401803,114.1990838
AID01136,Slow Lane,83.39166666666667,233,94,22.39401803,114.1990838
AID01201,Fast Lane,60.66666666666666,358,61,22.34566999,114.1815632
AID01201,Slow Lane,70.0,18,0,22.34566999,114.1815632
AID01202,Fast Lane,58.94166666666667,408,134,22.3424,114.17875
AID01202,Slow Lane,53.825,259,73,22.3424,114.17875
AID01203,Fast Lane,63.333333333333336,292,128,22.33891517,114.1791653
AID01203,Slow Lane,61.475,246,105,22.33891517,114.1791653
AID01204,Fast Lane,43.35,530,93,22.33496881,114.1789128
AID01204,Middle Lane,45.2,614,115,22.33496881,114.1789128
AID01204,Slow Lane,48.3,257,30,22.33496881,114.1789128
AID01206,Fast Lane,54.25,631,211,22.32842165,114.1786021
AID01206,Slow Lane,50.95,400,138,22.32842165,114.1786021
AID01207,Fast Lane,56.475,190,94,22.32398763,114.1782818
AID01207,Middle Lane 1,52.65833333333333,354,93,22.32398763,114.1782818
AID01207,Middle Lane 2,59.59166666666667,405,152,22.32398763,114.1782818
AID01207,Slow Lane,49.68333333333333,248,20,22.32398763,114.1782818
AID01208,Fast Lane,61.85833333333333,188,94,22.32130555,114.1782623
AID01208,Slow Lane,61.625,432,153,22.32130555,114.1782623
AID01209,Fast Lane,72.13333333333334,163,75,22.31849702,114.179
AID01209,Middle Lane,73.36666666666666,336,148,22.31849702,114.179
AID01209,Slow Lane,65.78333333333333,238,73,22.31849702,114.179
AID01210,Fast Lane,63.50833333333333,351,123,22.31330444,114.1769617
AID01210,Middle Lane,63.54166666666666,427,145,22.31330444,114.1769617
AID01210,Slow Lane,65.425,185,48,22.31330444,114.1769617
AID01211,Fast Lane,69.825,355,132,22.31041465,114.1782331
AID01211,Middle Lane,69.13333333333334,405,132,22.31041465,114.1782331
AID01211,Slow Lane,66.44166666666666,186,41,22.31041465,114.1782331
AID01212,Fast Lane,78.33333333333333,425,108,22.3094574,114.1788251
AID01212,Middle Lane,75.60833333333333,440,138,22.3094574,114.1788251
AID01212,Slow Lane,69.525,94,35,22.3094574,114.1788251
AID01213,Fast Lane,65.10833333333333,212,86,22.30526714,114.1814745
AID01213,Middle Lane 1,57.266666666666666,712,235,22.30526714,114.1814745
AID01213,Middle Lane 2,56.766666666666666,782,288,22.30526714,114.1814745
AID01213,Slow Lane,64.0,397,102,22.30526714,114.1814745
AID01214,Fast Lane,52.30833333333333,365,83,22.280729,114.180701
AID01214,Middle Lane,52.766666666666666,553,177,22.280729,114.180701
AID01214,Slow Lane,49.50833333333333,416,118,22.280729,114.180701
AID01215,Fast Lane,73.65,318,136,22.278219,114.181221
AID01215,Slow Lane,70.4,385,153,22.278219,114.181221
AID01216,Fast Lane,66.84166666666667,154,57,22.27331682,114.1796008
AID01216,Slow Lane,62.69166666666667,402,129,22.27331682,114.1796008
AID01217,Fast Lane,66.64166666666667,343,127,22.250597,114.177565
AID01217,Middle Lane 1,69.46666666666667,87,32,22.250597,114.177565
AID01217,Middle Lane 2,67.525,405,135,22.250597,114.177565
AID01217,Slow Lane,70.78333333333333,15,6,22.250597,114.177565
AID01218,Fast Lane,56.24166666666667,414,173,22.25005384,114.1737118
AID01218,Middle Lane 2,57.833333333333336,287,108,22.25005384,114.1737118
AID01219,Fast Lane,59.90833333333333,284,121,22.25007176,114.1694335
AID01219,Slow Lane,61.40833333333333,411,132,22.25007176,114.1694335
AID01220,Fast Lane,60.083333333333336,221,106,22.2482744,114.1650487
AID01220,Slow Lane,63.9,412,151,22.2482744,114.1650487
AID01221,Fast Lane,54.65,262,76,22.24862632,114.1617697
AID01221,Middle Lane,54.30833333333333,530,134,22.24862632,114.1617697
AID01221,Slow Lane,49.75833333333333,420,84,22.24862632,114.1617697
AID01222,Fast Lane,73.1,88,43,22.24761461,114.1590439
AID01222,Middle Lane,72.61666666666666,350,145,22.24761461,114.1590439
AID01222,Slow Lane,68.91666666666667,256,72,22.24761461,114.1590439
AID01223,Fast Lane,69.50833333333334,49,25,22.24747861,114.1546396
AID01223,Middle Lane,65.65,331,130,22.24747861,114.1546396
AID01223,Slow Lane,68.56666666666666,112,27,22.24747861,114.1546396
AID02104,Fast Lane,73.3,27,13,22.30694617,114.2331057
AID02104,Slow Lane,72.025,72,30,22.30694617,114.2331057
AID02105,Fast Lane,70.98333333333333,20,11,22.30887989,114.2296126
AID02105,Slow Lane,68.875,80,33,22.30887989,114.2296126
AID02106,Fast Lane,71.11666666666666,14,5,22.30812221,114.2267978
AID02106,Middle Lane,72.66666666666667,74,39,22.30812221,114.2267978
AID02106,Slow Lane,79.21666666666667,445,263,22.30812221,114.2267978
AID02107,Fast Lane,75.53333333333333,46,28,22.30651544,114.2245554
AID02107,Middle Lane,82.79166666666667,375,178,22.30651544,114.2245554
AID02107,Slow Lane,77.875,257,115,22.30651544,114.2245554
AID02108,Fast Lane,85.49166666666666,65,41,22.30788913,114.2208679
AID02108,Middle Lane,90.21666666666668,443,227,22.30788913,114.2208679
AID02108,Slow Lane,83.825,454,196,22.30788913,114.2208679
AID02109,Fast Lane,84.88333333333334,42,25,22.31151117,114.2179477
AID02109,Middle Lane,94.00833333333334,396,202,22.31151117,114.2179477
AID02109,Slow Lane,85.75,388,199,22.31151117,114.2179477
AID02110,Fast Lane,86.11666666666666,52,28,22.31318224,114.2163274
AID02110,Middle Lane,94.51666666666668,361,188,22.31318224,114.2163274
AID02110,Slow Lane,89.44166666666666,473,218,22.31318224,114.2163274
AID02111,Fast Lane,83.94166666666666,49,29,22.31551267,114.2140375
AID02111,Middle Lane,89.86666666666666,333,176,22.31551267,114.2140375
AID02111,Slow Lane,85.98333333333333,566,252,22.31551267,114.2140375
AID02112,Fast Lane,82.38333333333334,41,27,22.316913,114.2113882
AID02112,Slow Lane,88.25,336,126,22.316913,114.2113882
AID02113,Fast Lane,83.5,71,36,22.31887341,114.2075548
AID02113,Slow Lane,81.775,275,129,22.31887341,114.2075548
AID02114,Fast Lane,82.3,90,44,22.3228384,114.2044691
AID02114,Slow Lane,77.95833333333333,285,121,22.3228384,114.2044691
AID02115,Fast Lane,78.55833333333334,49,26,22.32760644,114.2051204
AID02115,Slow Lane,71.45833333333333,408,160,22.32760644,114.2051204
AID02116,Fast Lane,68.81666666666666,68,32,22.33323248,114.2051603
AID02116,Middle Lane,68.63333333333334,103,38,22.33323248,114.2051603
AID02117,Fast Lane,71.96666666666667,48,23,22.33842535,114.2034335
AID02117,Slow Lane,77.40833333333333,216,104,22.33842535,114.2034335
AID02118,Fast Lane,69.925,122,52,22.37826677,114.2107819
AID02118,Middle Lane 1,70.58333333333333,76,35,22.37826677,114.2107819
AID02118,Middle Lane 2,69.06666666666666,154,52,22.37826677,114.2107819
AID02118,Middle Lane 3,69.7,247,94,22.37826677,114.2107819
AID02118,Slow Lane,69.43333333333334,25,9,22.37826677,114.2107819
AID02119,Fast Lane,85.99166666666666,110,68,22.38236672,114.2103459
AID02119,Slow Lane,83.525,233,112,22.38236672,114.2103459
AID02120,Fast Lane,85.71666666666667,63,34,22.3877668,114.2111629
AID02120,Middle Lane 1,85.375,288,122,22.3877668,114.2111629
AID02120,Middle Lane 2,92.425,289,146,22.3877668,114.2111629
AID02120,Slow Lane,80.66666666666667,128,42,22.3877668,114.2111629
AID02121,Fast Lane,84.85,82,33,22.39230051,114.2092801
AID02121,Middle Lane,87.1,304,148,22.39230051,114.2092801
AID02121,Slow Lane,78.96666666666667,248,117,22.39230051,114.2092801
AID02122,Fast Lane,88.44166666666666,94,37,22.3965898,114.2102328
AID02122,Middle Lane,92.38333333333334,279,134,22.3965898,114.2102328
AID02122,Slow Lane,88.375,257,123,22.3965898,114.2102328
AID02123,Fast Lane,89.96666666666667,82,48,22.39997576,114.2124769
AID02123,Middle Lane,90.85833333333332,221,119,22.39997576,114.2124769
AID02123,Slow Lane,85.19166666666666,390,196,22.39997576,114.2124769
AID02124,Fast Lane,80.86666666666666,105,55,22.40280159,114.215634
AID02124,Slow Lane,74.99166666666666,197,91,22.40280159,114.215634
AID02125,Fast Lane,79.01666666666667,138,69,22.40600689,114.2177521
AID02125,Slow Lane,73.575,215,89,22.40600689,114.2177521
AID02126,Fast Lane,84.54621848739495,225,112,22.40936721,114.2137031
AID02126,Slow Lane,76.26050420168067,305,133,22.40936721,114.2137031
AID02127,Fast Lane,85.9,275,119,22.41184191,114.21214
AID02127,Slow Lane,85.19166666666666,217,89,22.41184191,114.21214
AID02201,Fast Lane,70.8,63,35,22.34024044,114.2038221
AID02201,Slow Lane,71.2,187,78,22.34024044,114.2038221
AID02202,Fast Lane,72.35,54,28,22.3353096,114.2046366
AID02202,Slow Lane,72.825,100,47,22.3353096,114.2046366
AID02203,Fast Lane,70.18333333333334,57,29,22.33237458,114.2051116
AID02203,Slow Lane,69.15833333333333,74,28,22.33237458,114.2051116
AID02204,Fast Lane,85.01666666666667,237,123,22.32719107,114.2049068
AID02204,Slow Lane,77.025,560,238,22.32719107,114.2049068
AID02205,Fast Lane,93.925,167,110,22.32376857,114.2043431
AID02205,Slow Lane,91.39166666666668,468,262,22.32376857,114.2043431
AID02206,Fast Lane,93.91666666666669,155,94,22.31925276,114.2072249
AID02206,Slow Lane,89.80833333333334,509,272,22.31925276,114.2072249
AID02207,Fast Lane,86.24166666666666,132,69,22.31706671,114.2104759
AID02207,Middle Lane,83.80833333333334,609,270,22.31706671,114.2104759
AID02207,Slow Lane,78.33333333333333,263,93,22.31706671,114.2104759
AID02208,Fast Lane,84.83333333333333,123,69,22.31617205,114.2133874
AID02208,Middle Lane,83.01666666666667,511,257,22.31617205,114.2133874
AID02208,Slow Lane,78.29166666666667,272,104,22.31617205,114.2133874
AID02209,Fast Lane,94.075,109,65,22.31284803,114.2166476
AID02209,Middle Lane,99.54166666666669,463,241,22.31284803,114.2166476
AID02209,Slow Lane,85.43333333333334,349,147,22.31284803,114.2166476
