detectorID,laneType,speed,totalOccupancy,totalVolume,Latitude,Longitude
AID01101,Fast Lane,69.525,53,27,22.248091,114.152525
AID01101,Middle Lane,63.84166666666667,235,89,22.248091,114.152525
AID01101,Slow Lane,67.51666666666667,61,13,22.248091,114.152525
AID01102,Fast Lane,71.225,39,17,22.24712681,114.1577149
AID01102,Middle Lane,71.68333333333334,207,79,22.24712681,114.1577149
AID01102,Slow Lane,71.08333333333333,155,52,22.24712681,114.1577149
AID01103,Fast Lane,58.13333333333333,115,49,22.24863539,114.1621481
AID01103,Middle Lane,66.06666666666666,358,130,22.24863539,114.1621481
AID01103,Slow Lane,51.95,136,26,22.24863539,114.1621481
AID01104,Fast Lane,55.66666666666666,98,42,22.24837379,114.1658151
AID01104,Slow Lane,62.8,340,119,22.24837379,114.1658151
AID01105,Fast Lane,56.50833333333333,103,49,22.2496834,114.1686381
AID01105,Slow Lane,60.516666666666666,279,113,22.2496834,114.1686381
AID01106,Fast Lane,55.175,305,108,22.25044211,114.1718782
AID01106,Slow Lane,51.5,261,84,22.25044211,114.1718782
AID01107,Fast Lane,63.19166666666667,305,108,22.24999065,114.1762923
AID01107,Slow Lane,53.99166666666667,270,67,22.24999065,114.1762923
AID01108,Fast Lane,73.4,217,94,22.27186288,114.1801247
AID01108,Slow Lane,71.51666666666667,101,42,22.27186288,114.1801247
AID01109,Fast Lane,70.03333333333333,286,118,22.27659491,114.1810758
AID01109,Middle Lane,66.4,134,41,22.27659491,114.1810758
AID01109,Slow Lane,64.9,177,38,22.27659491,114.1810758
AID01110,Fast Lane,68.24166666666666,254,88,22.279356,114.181217
AID01110,Middle Lane,68.84166666666667,245,99,22.279356,114.181217
AID01110,Slow Lane,65.425,237,76,22.279356,114.181217
AID01111,Fast Lane,71.59166666666667,585,229,22.30412026,114.1809989
AID01111,Middle Lane 1,61.23333333333333,576,212,22.30412026,114.1809989
AID01111,Middle Lane 2,66.50833333333334,441,150,22.30412026,114.1809989
AID01111,Slow Lane,58.425,595,200,22.30412026,114.1809989
AID01112,Fast Lane,66.325,483,198,22.30492398,114.1813386
AID01112,Middle Lane 1,56.75833333333333,470,148,22.30492398,114.1813386
AID01112,Middle Lane 2,69.375,561,195,22.30492398,114.1813386
AID01112,Slow Lane,54.46666666666667,942,304,22.30492398,114.1813386
AID01113,Fast Lane,64.05,256,107,22.31029,114.17816
AID01113,Middle Lane,67.04166666666667,549,191,22.31029,114.17816
AID01113,Slow Lane,69.13333333333334,182,48,22.31029,114.17816
AID01114,Fast Lane,71.125,217,104,22.31330444,114.1769423
AID01114,Middle Lane,66.49166666666666,518,181,22.31330444,114.1769423
AID01114,Slow Lane,66.00833333333334,268,56,22.31330444,114.1769423
AID01115,Fast Lane,72.075,293,131,22.31850605,114.1789805
AID01115,Middle Lane,63.28333333333333,369,149,22.31850605,114.1789805
AID01115,Slow Lane,63.141666666666666,265,86,22.31850605,114.1789805
AID01116,Fast Lane,64.36666666666666,212,104,22.32074565,114.1786797
AID01116,Slow Lane,67.225,348,136,22.32074565,114.1786797
AID01117,Fast Lane,59.925,228,97,22.32435789,114.1783109
AID01117,Middle Lane 1,50.73333333333333,142,33,22.32435789,114.1783109
AID01117,Middle Lane 2,66.625,777,272,22.32435789,114.1783109
AID01117,Slow Lane,52.05,103,37,22.32435789,114.1783109
