detectorID,laneType,speed,totalOccupancy,totalVolume,Latitude,Longitude
AID01101,Fast Lane,69.09166666666667,299,105,22.248091,114.152525
AID01101,Middle Lane,54.766666666666666,649,207,22.248091,114.152525
AID01101,Slow Lane,60.95,263,55,22.248091,114.152525
AID01102,Fast Lane,70.88333333333334,175,72,22.24712681,114.1577149
AID01102,Middle Lane,67.79166666666667,575,216,22.24712681,114.1577149
AID01102,Slow Lane,65.70833333333333,488,128,22.24712681,114.1577149
AID01103,Fast Lane,54.55833333333333,292,89,22.24863539,114.1621481
AID01103,Middle Lane,52.63333333333333,975,274,22.24863539,114.1621481
AID01103,Slow Lane,19.825,4287,22,22.24863539,114.1621481
AID01104,Fast Lane,53.44166666666667,722,87,22.24837379,114.1658151
AID01104,Slow Lane,59.96666666666667,603,184,22.24837379,114.1658151
AID01105,Fast Lane,63.025,250,95,22.2496834,114.1686381
AID01105,Slow Lane,64.33333333333333,586,189,22.2496834,114.1686381
AID01106,Fast Lane,51.141666666666666,397,168,22.25044211,114.1718782
AID01106,Slow Lane,51.74166666666667,228,92,22.25044211,114.1718782
AID01107,Fast Lane,56.73333333333333,397,177,22.24999065,114.1762923
AID01107,Slow Lane,52.99166666666667,187,65,22.24999065,114.1762923
AID01108,Fast Lane,63.53333333333333,372,188,22.27186288,114.1801247
AID01108,Slow Lane,67.0,117,64,22.27186288,114.1801247
AID01109,Fast Lane,58.46666666666667,470,180,22.27659491,114.1810758
AID01109,Middle Lane,62.54166666666666,276,114,22.27659491,114.1810758
AID01109,Slow Lane,53.025,969,214,22.27659491,114.1810758
AID01110,Fast Lane,49.925,757,217,22.279356,114.181217
AID01110,Middle Lane,54.45,877,283,22.279356,114.181217
AID01110,Slow Lane,61.875,346,101,22.279356,114.181217
AID01111,Fast Lane,60.833333333333336,798,330,22.30412026,114.1809989
AID01111,Middle Lane 1,54.90833333333333,601,205,22.30412026,114.1809989
AID01111,Middle Lane 2,64.79166666666667,459,163,22.30412026,114.1809989
AID01111,Slow Lane,57.60833333333333,658,234,22.30412026,114.1809989
AID01112,Fast Lane,54.15833333333333,729,232,22.30492398,114.1813386
AID01112,Middle Lane 1,54.016666666666666,513,131,22.30492398,114.1813386
AID01112,Middle Lane 2,53.25833333333333,690,258,22.30492398,114.1813386
AID01112,Slow Lane,50.25,1109,320,22.30492398,114.1813386
AID01113,Fast Lane,65.475,469,164,22.31029,114.17816
AID01113,Middle Lane,62.56666666666667,730,248,22.31029,114.17816
AID01113,Slow Lane,64.34166666666667,233,68,22.31029,114.17816
AID01114,Fast Lane,64.95,446,160,22.31330444,114.1769423
AID01114,Middle Lane,47.175,824,262,22.31330444,114.1769423
AID01114,Slow Lane,61.4,330,101,22.31330444,114.1769423
AID01115,Fast Lane,65.01666666666667,423,163,22.31850605,114.1789805
AID01115,Middle Lane,60.24166666666667,461,162,22.31850605,114.1789805
AID01115,Slow Lane,58.775,482,148,22.31850605,114.1789805
AID01116,Fast Lane,56.56666666666667,518,145,22.32074565,114.1786797
AID01116,Slow Lane,58.208333333333336,520,149,22.32074565,114.1786797
AID01117,Fast Lane,59.98333333333333,281,152,22.32435789,114.1783109
